gameId,playId,quarter,GameClock,possessionTeam,yardlineSide,yardlineNumber,HomeScoreBeforePlay,VisitorScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreAfterPlay,isPenalty,SpecialTeamsPlayType,KickReturnYardage,PlayResult,playDescription
2017092405,4303,4,2:04:00,CLE,CLE,35,31,28,31,28,FALSE,Kickoff,0,10,Z.Gonzalez kicks onside 10 yards from CLV 35 to CLV 45. M.Farley (didn't try to advance) to CLV 45 for no gain.
2017100101,2292,3,10:55:00,BUF,NA,NA,10,14,10,14,FALSE,Kickoff,0,32,"S.Hauschka kicks 33 yards from 50 to ATL 17. A.Roberts to ATL 17 for no gain (L.Alexander). FUMBLES (L.Alexander), recovered by ATL-B.Garland at ATL 18."
2017100105,3257,4,8:31:00,HOU,HOU,35,54,14,54,14,TRUE,Kickoff,0,62,"K.Fairbairn kicks 62 yards from HST 35 to TEN 3. A.Jackson ran ob at TEN 19 for 16 yards (J.Todman). Penalty on TEN-E.Weems, Offensive Holding, offsetting, enforced at TEN 3. Penalty on HST-B.Scarlett, Unnecessary Roughness, offsetting."
2017100803,2854,3,3:17:00,IND,IND,35,16,6,16,6,FALSE,Kickoff,0,56,"R.Sanchez kicks 60 yards from IND 35 to SF 5. V.Bolden MUFFS catch, touched at SF 5, and recovers at SF 9. V.Bolden to SF 9 for no gain (B.Mingo)."
2017100801,3834,4,1:49:00,CLE,CLE,35,14,17,14,17,FALSE,Kickoff,0,10,Z.Gonzalez kicks onside 10 yards from CLV 35 to CLV 45. J.Stanford (didn't try to advance) to CLV 45 for no gain (S.DeValve).
2017100500,4258,4,2:09:00,TB,TB,35,14,16,14,16,TRUE,Kickoff,0,2,"(Onside Kick formation) N.Folk kicks onside 7 yards from TB 35 to TB 42. N.Ebner (didn't try to advance) to TB 42 for no gain (R.Smith). PENALTY on TB-J.Evans, Offside on Free Kick, 5 yards, enforced at TB 42."
2017101511,3897,4,4:07:00,DEN,DEN,35,10,20,10,20,TRUE,Kickoff,0,6,"(Onside Kick formation) B.McManus kicks onside 11 yards from DEN 35 to DEN 46. R.Lewis (didn't try to advance) to DEN 46 for no gain (J.Taylor). PENALTY on DEN-J.Simmons, Offside on Free Kick, 5 yards, enforced at DEN 46."
2017101506,4276,4,1:58:00,SF,SF,35,26,24,26,24,FALSE,Kickoff,0,11,R.Gould kicks onside 11 yards from SF 35 to SF 46. F.Moreau (didn't try to advance) to SF 46 for no gain.
2017101504,3224,3,5:56:00,DET,DET,35,45,17,45,17,FALSE,Kickoff,0,9,(Onside Kick formation) M.Prater kicks onside 9 yards from DET 35 to DET 44. N.Stupar (didn't try to advance) to DET 44 for no gain.
2017101507,4223,4,2:02:00,TB,TB,35,38,33,38,33,FALSE,Kickoff,0,13,P.Murray kicks onside 13 yards from TB 35 to TB 48. L.Fitzgerald (didn't try to advance) to TB 48 for no gain.
2017101502,4156,4,1:03:00,CLE,CLE,35,33,17,33,17,FALSE,Kickoff,0,16,Z.Gonzalez kicks onside 16 yards from CLV 35 to HST 49. B.Miller (didn't try to advance) to HST 49 for no gain (J.Peppers).
2017092410,3495,4,13:59:00,SEA,SEA,35,30,20,30,20,FALSE,Kickoff,2,40,B.Walsh kicks 42 yards from SEA 35 to TEN 23. A.Jackson pushed ob at TEN 25 for 2 yards (B.McDougald).
2017100802,3502,4,5:48:00,DET,DET,35,17,27,17,27,FALSE,Kickoff,3,51,M.Prater kicks 54 yards from DET 35 to CAR 11. C.Samuel to CAR 14 for 3 yards.
2017091003,3631,4,3:36:00,CLE,NA,NA,18,21,18,21,FALSE,Kickoff,4,30,Z.Gonzalez kicks 34 yards from 50 to PIT 16. J.Smith-Schuster to PIT 20 for 4 yards (D.Alexander).
2017101510,1576,2,1:44:00,LAC,LAC,35,7,7,7,7,TRUE,Kickoff,4,-5,"N.Novak kicks 45 yards from LAC 35 to OAK 20. D.Washington to OAK 24 for 4 yards (R.Jenkins, N.Dzubnar). PENALTY on LAC-M.Davis, Offside on Free Kick, 5 yards, enforced at LAC 35 - No Play."
2017100807,4055,4,1:47:00,JAX,JAX,35,9,30,9,30,FALSE,Kickoff,5,35,J.Myers kicks 40 yards from JAX 35 to PIT 25. R.Golden to PIT 30 for 5 yards (J.O'Shaughnessy).
2017101600,1050,2,10:54:00,IND,IND,35,6,10,6,10,FALSE,Kickoff,6,59,R.Sanchez kicks 65 yards from IND 35 to TEN 0. A.Jackson to TEN 6 for 6 yards (B.Mingo).
2017091709,1968,3,15:00:00,OAK,OAK,35,21,10,21,10,TRUE,Kickoff,7,32,"G.Tavecchio kicks 44 yards from OAK 35 to NYJ 21. J.Jenkins to NYJ 28 for 7 yards (D.Washington). PENALTY on OAK-N.Morrow, Offside on Free Kick, 5 yards, enforced at NYJ 28."
2017100803,2515,3,7:42:00,IND,IND,35,9,6,9,6,FALSE,Kickoff,7,53,R.Sanchez kicks 60 yards from IND 35 to SF 5. V.Bolden to SF 12 for 7 yards (K.Moore). IND-K.Hogan was injured during the play. He is Out.
2017100103,3893,4,1:54:00,CLE,CLE,35,7,31,7,31,FALSE,Kickoff,7,47,Z.Gonzalez kicks 54 yards from CLV 35 to CIN 11. G.Bernard to CIN 18 for 7 yards (S.DeValve).
2017101501,3984,4,2:56:00,BAL,BAL,35,16,24,16,24,FALSE,Kickoff,7,48,J.Tucker kicks 55 yards from BLT 35 to CHI 10. T.Cohen to CHI 17 for 7 yards (V.Mayle).
2017091008,2911,3,2:06:00,WAS,WAS,35,17,19,17,19,FALSE,Kickoff,8,39,D.Hopkins kicks 47 yards from WAS 35 to PHI 18. B.Celek to PHI 26 for 8 yards (M.Spaight).
2017100811,3905,4,2:57:00,HOU,HOU,35,26,39,26,39,FALSE,Kickoff,8,0,K.Fairbairn kicks onside 8 yards from HST 35 to HST 43. C.Conley to HST 35 for 8 yards (S.Anderson).
2017091010,2968,3,0:17:00,GB,GB,35,14,6,14,6,TRUE,Kickoff,9,-5,"M.Crosby kicks 52 yards from GB 35 to SEA 13. T.Lockett to SEA 22 for 9 yards (K.Fackrell). PENALTY on GB-J.Jones, Offside on Free Kick, 5 yards, enforced at GB 35 - No Play."
2017091100,2073,2,0:03:00,MIN,MIN,35,16,6,16,6,FALSE,Kickoff,9,28,K.Forbath kicks 37 yards from MIN 35 to NO 28. J.Kuhn to NO 37 for 9 yards (C.Ham).
2017100807,1026,2,12:19:00,JAX,JAX,35,3,7,3,7,FALSE,Kickoff,9,47,J.Myers kicks 56 yards from JAX 35 to PIT 9. J.Smith-Schuster pushed ob at PIT 18 for 9 yards (B.Church).
2017101504,3645,3,1:21:00,DET,DET,35,45,24,45,24,FALSE,Kickoff,9,46,M.Prater kicks 55 yards from DET 35 to NO 10. T.Ginn to NO 19 for 9 yards (D.Carey).
2017090700,2353,2,0:13:00,KC,KC,35,17,14,17,14,FALSE,Kickoff,10,47,C.Santos kicks 57 yards from KC 35 to NE 8. D.Lewis to NE 18 for 10 yards (D.Sorensen).
2017100104,3745,4,7:11:00,DAL,DAL,35,30,32,30,32,FALSE,Kickoff,10,48,D.Bailey kicks 58 yards from DAL 35 to LA 7. P.Cooper to LA 17 for 10 yards (K.Frazier).
2017100801,36,1,15:00:00,CLE,CLE,35,0,0,0,0,FALSE,Kickoff,10,39,Z.Gonzalez kicks 49 yards from CLV 35 to NYJ 16. D.Bass to NYJ 26 for 10 yards (M.Jordan).
2017091002,1662,2,1:52:00,BAL,BAL,35,0,10,0,10,FALSE,Kickoff,11,52,J.Tucker kicks 63 yards from BLT 35 to CIN 2. A.Erickson to CIN 13 for 11 yards (A.Levine Sr.).
2017091001,36,1,15:00:00,CHI,CHI,35,0,0,0,0,TRUE,Kickoff,11,57,"C.Barth kicks 60 yards from CHI 35 to ATL 5. A.Roberts pushed ob at CHI 32 for 63 yards (C.LeBlanc). PENALTY on ATL-K.Ishmael, Illegal Block Above the Waist, 8 yards, enforced at ATL 16."
2017092404,419,1,8:17:00,ATL,ATL,35,0,7,0,7,FALSE,Kickoff,11,54,M.Bosher kicks 65 yards from ATL 35 to DET 0. J.Agnew to DET 11 for 11 yards (S.Neasman).
2017092406,1165,2,10:25:00,MIN,MIN,35,14,3,14,3,FALSE,Kickoff,11,54,K.Forbath kicks 65 yards from MIN 35 to TB 0. B.Reedy to TB 11 for 11 yards (B.Gedeon).
2017100113,54,1,15:00:00,SEA,SEA,35,0,0,0,0,FALSE,Kickoff,11,56,B.Walsh kicks 67 yards from SEA 35 to IND -2. Q.Bray to IND 9 for 11 yards (T.McEvoy).
2017101509,3358,4,2:17:00,KC,KC,35,13,19,13,19,FALSE,Kickoff,11,41,H.Butker kicks 52 yards from KC 35 to PIT 13. J.Smith-Schuster ran ob at PIT 24 for 11 yards (E.Murray).
2017101503,1023,2,14:53:00,MIN,MIN,35,7,0,7,0,FALSE,Kickoff,11,48,K.Forbath kicks 59 yards from MIN 35 to GB 6. J.Janis to GB 17 for 11 yards (T.Brock; C.Ham).
2017090700,3578,3,0:09:00,NE,NE,35,27,21,27,21,FALSE,Kickoff,12,55,S.Gostkowski kicks 67 yards from NE 35 to KC -2. D.Thomas to KC 10 for 12 yards (J.Bademosi).
2017092400,4019,4,3:24:00,BAL,BAL,35,44,7,44,7,FALSE,Kickoff,12,49,J.Tucker kicks 61 yards from BLT 35 to JAX 4. K.Cole ran ob at JAX 16 for 12 yards (C.Matthews).
2017100112,3411,4,5:23:00,OAK,OAK,35,16,10,16,10,FALSE,Kickoff,12,51,G.Tavecchio kicks 63 yards from OAK 35 to DEN 2. I.McKenzie to DEN 14 for 12 yards (T.Adams).
2017101500,336,1,9:41:00,ATL,ATL,35,3,0,3,0,FALSE,Kickoff,12,52,M.Bosher kicks 64 yards from ATL 35 to MIA 1. K.Drake to MIA 13 for 12 yards (D.Coleman).
2017091004,851,1,2:40:00,ARI,ARI,35,0,10,0,10,FALSE,Kickoff,13,58,P.Dawson kicks 71 yards from ARZ 35 to DET -6. D.Washington to DET 7 for 13 yards (E.Penny).
2017090700,4520,4,4:00:00,KC,KC,35,27,42,27,42,FALSE,Kickoff,13,51,C.Santos kicks 64 yards from KC 35 to NE 1. D.Lewis to NE 14 for 13 yards (U.Eligwe).
2017091009,3331,4,9:18:00,IND,IND,20,39,9,39,9,FALSE,Kickoff,13,37,R.Sanchez kicks 50 yards from IND 20 to LA 30. T.Austin to LA 43 for 13 yards (C.Milton).
2017091708,3303,4,6:28:00,MIA,MIA,35,17,16,17,16,TRUE,Kickoff,13,59,"C.Parkey kicks 66 yards from MIA 35 to LAC -1. A.Ekeler to LAC 12 for 13 yards (K.Drake). PENALTY on LAC-D.Philon, Offensive Holding, 6 yards, enforced at LAC 12."
2017100805,2336,2,0:06:00,LAC,LAC,35,9,10,9,10,FALSE,Kickoff,13,46,"N.Novak kicks 57 yards from LAC 35 to NYG 8. D.Harris MUFFS catch, and recovers at NYG 6. D.Harris pushed ob at NYG 19 for 13 yards (Tr.Williams)."
2017100808,1044,2,14:13:00,LA,LA,35,7,0,7,0,FALSE,Kickoff,13,39,G.Zuerlein kicks 52 yards from LA 35 to SEA 13. E.Pocic to SEA 26 for 13 yards (S.Ebukam).
2017100900,1889,2,1:02:00,MIN,MIN,35,2,3,2,3,FALSE,Kickoff,13,45,K.Forbath kicks 58 yards from MIN 35 to CHI 7. D.Thompson to CHI 20 for 13 yards (K.Brothers).
2017100900,4324,4,0:12:00,MIN,MIN,35,17,20,17,20,FALSE,Kickoff,13,37,K.Forbath kicks 50 yards from MIN 35 to CHI 15. D.Thompson to CHI 28 for 13 yards (K.Brothers).
2017101505,36,1,15:00:00,NE,NE,35,0,0,0,0,FALSE,Kickoff,13,53,S.Gostkowski kicks 66 yards from NE 35 to NYJ -1. A.Stewart to NYJ 12 for 13 yards (B.Bolden).
2017101510,2957,4,10:19:00,LAC,LAC,35,10,14,10,14,FALSE,Kickoff,13,30,N.Novak kicks 43 yards from LAC 35 to OAK 22. J.Richard to OAK 35 for 13 yards (R.Jenkins).
2017090700,3196,3,5:01:00,NE,NE,35,24,21,24,21,FALSE,Kickoff,14,52,S.Gostkowski kicks 66 yards from NE 35 to KC -1. D.Thomas to KC 13 for 14 yards (J.Jones).
2017091003,1954,2,0:45:00,PIT,PIT,35,7,14,7,14,FALSE,Kickoff,14,54,C.Boswell kicks 68 yards from PIT 35 to CLV -3. J.Peppers to CLV 11 for 14 yards (L.Fort).
2017091008,44,1,15:00:00,PHI,PHI,35,0,0,0,0,FALSE,Kickoff,14,49,C.Sturgis kicks 63 yards from PHI 35 to WAS 2. B.Breeland to WAS 16 for 14 yards (C.Clement).
2017091702,489,1,7:38:00,IND,IND,35,7,0,7,0,FALSE,Kickoff,14,47,R.Sanchez kicks 61 yards from IND 35 to ARZ 4. K.Williams to ARZ 18 for 14 yards (D.Daniels).
2017091703,2881,3,2:49:00,TEN,NA,NA,3,23,3,23,FALSE,Kickoff,14,35,R.Succop kicks 49 yards from 50 to JAX 1. K.Cole to JAX 15 for 14 yards (T.Taylor).
2017091708,2715,3,2:43:00,MIA,MIA,35,17,13,17,13,FALSE,Kickoff,14,44,C.Parkey kicks 58 yards from MIA 35 to LAC 7. A.Ekeler to LAC 21 for 14 yards (C.Allen).
2017100801,2524,3,9:23:00,CLE,NA,NA,7,3,7,3,FALSE,Kickoff,14,33,Z.Gonzalez kicks 47 yards from 50 to NYJ 3. A.Stewart to NYJ 17 for 14 yards (D.Kindred).
2017100807,1993,2,0:03:00,PIT,PIT,35,6,7,6,7,FALSE,Kickoff,14,31,C.Boswell kicks 45 yards from PIT 35 to JAX 20. T.Bohanon to JAX 34 for 14 yards (T.Matakevich; M.Hilton).
2017100806,2343,3,9:18:00,PHI,PHI,35,24,7,24,7,FALSE,Kickoff,14,52,J.Elliott kicks 66 yards from PHI 35 to ARZ -1. K.Williams to ARZ 13 for 14 yards (C.Maragos; D.McDougle).
2017100113,3169,3,2:12:00,SEA,SEA,35,25,18,25,18,TRUE,Kickoff,14,43,"B.Walsh kicks 62 yards from SEA 35 to IND 3. Q.Bray to IND 17 for 14 yards (T.Madden). PENALTY on SEA-D.Alexander, Illegal Use of Hands, 5 yards, enforced at IND 17."
2017100113,4046,4,2:22:00,SEA,SEA,35,46,18,46,18,FALSE,Kickoff,14,49,B.Walsh kicks 63 yards from SEA 35 to IND 2. Q.Bray pushed ob at IND 16 for 14 yards (B.McDougald).
2017100900,853,1,1:31:00,MIN,MIN,20,2,0,2,0,FALSE,Kickoff,14,37,R.Quigley kicks 51 yards from MIN 20 to CHI 29. T.Cohen to CHI 43 for 14 yards (M.Sherels).
2017091705,1052,1,0:16:00,NE,NE,35,3,20,3,20,FALSE,Kickoff,15,45,S.Gostkowski kicks 60 yards from NE 35 to NO 5. A.Kamara to NO 20 for 15 yards (H.Langi).
2017092408,1848,2,1:42:00,NYJ,NYJ,35,10,0,10,0,FALSE,Kickoff,15,48,C.Catanzaro kicks 63 yards from NYJ 35 to MIA 2. J.Grant to MIA 17 for 15 yards (B.Carter; L.Thomas).
2017091713,37,1,15:00:00,GB,GB,35,0,0,0,0,FALSE,Kickoff,15,51,M.Crosby kicks 66 yards from GB 35 to ATL -1. A.Roberts to ATL 14 for 15 yards (J.Jones).
2017092407,37,1,15:00:00,NE,NE,35,0,0,0,0,FALSE,Kickoff,15,44,S.Gostkowski kicks 59 yards from NE 35 to HST 6. T.Ervin to HST 21 for 15 yards (B.Bolden).
2017092407,1859,2,3:58:00,NE,NE,35,21,20,21,20,FALSE,Kickoff,15,49,"S.Gostkowski kicks 64 yards from NE 35 to HST 1. T.Ervin to HST 16 for 15 yards (B.Bolden, N.Ebner)."
2017091800,35,1,15:00:00,NYG,NYG,35,0,0,0,0,FALSE,Kickoff,15,46,"A.Rosas kicks 61 yards from NYG 35 to DET 4. J.Agnew to DET 19 for 15 yards (K.Wynn, N.Berhe)."
2017100102,2227,3,15:00:00,BAL,BAL,35,0,19,0,19,FALSE,Kickoff,15,49,J.Tucker kicks 64 yards from BLT 35 to PIT 1. T.Watson to PIT 16 for 15 yards (C.Clark).
2017092409,3415,4,10:53:00,NYG,NYG,35,14,14,14,14,FALSE,Kickoff,15,48,A.Rosas kicks 63 yards from NYG 35 to PHI 2. W.Smallwood to PHI 17 for 15 yards (A.Adams).
2017100112,2573,3,5:06:00,DEN,DEN,35,16,7,16,7,FALSE,Kickoff,15,31,B.McManus kicks 46 yards from DEN 35 to OAK 19. J.Feliciano to OAK 34 for 15 yards (Z.Anderson).
2017100805,2873,3,6:46:00,NYG,NYG,35,16,10,16,10,TRUE,Kickoff,15,57,"A.Rosas kicks 64 yards from NYG 35 to LAC 1. D.King to LAC 42 for 41 yards (R.Lewis, C.Munson). PENALTY on LAC-T.Palepoi, Illegal Block Above the Waist, 8 yards, enforced at LAC 16. Officially, a return of 15 yards."
2017100811,37,1,15:00:00,HOU,HOU,35,0,0,0,0,FALSE,Kickoff,15,46,K.Fairbairn kicks 61 yards from HST 35 to KC 4. A.Hunt to KC 19 for 15 yards (B.Scarlett; J.Prosch). KC-S.Terrell was injured during the play. He is Out.
2017101600,2125,3,9:43:00,TEN,TEN,35,12,19,12,19,FALSE,Kickoff,15,53,R.Succop kicks 68 yards from TEN 35 to IND -3. Q.Bray to IND 12 for 15 yards (C.Riley).
2017101501,2670,3,5:47:00,BAL,BAL,35,10,17,10,17,FALSE,Kickoff,15,45,J.Tucker kicks 60 yards from BLT 35 to CHI 5. B.Cunningham pushed ob at CHI 20 for 15 yards (T.McRae).
2017091100,2816,3,2:43:00,NO,NO,35,19,9,19,9,FALSE,Kickoff,16,54,W.Lutz kicks 70 yards from NO 35 to MIN -5. J.McKinnon to MIN 11 for 16 yards (T.Edmunds).
2017091705,313,1,10:31:00,NE,NE,35,0,6,0,6,TRUE,Kickoff,16,27,"S.Gostkowski kicks 58 yards from NE 35 to NO 7. T.Edmunds pushed ob at NO 23 for 16 yards (M.Flowers). PENALTY on NE-H.Langi, Face Mask (15 Yards), 15 yards, enforced at NO 23."
2017091711,2576,3,8:43:00,LA,LA,35,17,20,17,20,FALSE,Kickoff,16,49,G.Zuerlein kicks 65 yards from LA 35 to WAS 0. C.Thompson to WAS 16 for 16 yards (Co.Davis).
2017091713,3573,4,5:51:00,GB,GB,35,34,23,34,23,FALSE,Kickoff,16,44,M.Crosby kicks 60 yards from GB 35 to ATL 5. A.Roberts ran ob at ATL 21 for 16 yards (M.Evans).
2017092404,2612,3,4:51:00,DET,DET,35,20,23,20,23,FALSE,Kickoff,16,52,J.Locke kicks 68 yards from DET 35 to ATL -3. A.Roberts to ATL 13 for 16 yards (D.Hayden; Ch.Washington).
2017092412,36,1,15:00:00,KC,KC,35,0,0,0,0,TRUE,Kickoff,16,59,"C.Santos kicks 69 yards from KC 35 to LAC -4. D.King to LAC 21 for 25 yards (D.Thomas). PENALTY on LAC-R.Jenkins, Illegal Block Above the Waist, 6 yards, enforced at LAC 12."
2017100111,2867,3,4:19:00,NYG,NYG,35,16,17,16,17,FALSE,Kickoff,16,45,A.Rosas kicks 61 yards from NYG 35 to TB 4. B.Reedy to TB 20 for 16 yards (N.Berhe).
2017100805,1073,2,13:01:00,LAC,LAC,35,9,7,9,7,FALSE,Kickoff,16,49,"N.Novak kicks 65 yards from LAC 35 to NYG 0. D.Harris to NYG 16 for 16 yards (M.Davis, R.Jenkins)."
2017100500,2180,2,0:40:00,NE,NE,35,7,13,7,13,FALSE,Kickoff,16,43,S.Gostkowski kicks 59 yards from NE 35 to TB 6. B.Reedy to TB 22 for 16 yards (N.Ebner).
2017100113,2227,3,15:00:00,IND,IND,35,10,15,10,15,FALSE,Kickoff,16,49,R.Sanchez kicks 65 yards from IND 35 to SEA 0. T.Lockett to SEA 16 for 16 yards (K.Hogan).
2017101500,3319,4,2:30:00,MIA,MIA,35,17,20,17,20,FALSE,Kickoff,16,52,C.Parkey kicks 68 yards from MIA 35 to ATL -3. A.Roberts to ATL 13 for 16 yards (S.Perry). ATL-J.Tripp was injured during the play.
2017101510,1915,3,15:00:00,LAC,LAC,35,10,7,10,7,FALSE,Kickoff,16,29,N.Novak kicks 45 yards from LAC 35 to OAK 20. J.Richard to OAK 36 for 16 yards (N.Dzubnar).
2017101200,1737,2,2:32:00,PHI,PHI,35,10,10,10,10,TRUE,Kickoff,16,37,"J.Elliott kicks 58 yards from PHI 35 to CAR 7. R.Shepard to CAR 23 for 16 yards (M.Kendricks). PENALTY on PHI-N.Goode, Offside on Free Kick, 5 yards, enforced at CAR 23."
2017101200,2158,3,15:00:00,PHI,PHI,35,10,10,10,10,FALSE,Kickoff,16,45,J.Elliott kicks 61 yards from PHI 35 to CAR 4. R.Shepard to CAR 20 for 16 yards (M.Kendricks).
2017091012,2546,3,5:16:00,NYG,NYG,35,16,3,16,3,FALSE,Kickoff,17,47,A.Rosas kicks 64 yards from NYG 35 to DAL 1. R.Switzer to DAL 18 for 17 yards (D.Harris).
2017091708,2429,3,8:18:00,LAC,LAC,35,17,10,17,10,FALSE,Kickoff,17,42,Y.Koo kicks 59 yards from LAC 35 to MIA 6. K.Drake to MIA 23 for 17 yards (D.McCoil).
2017091708,3651,4,1:05:00,MIA,MIA,35,17,19,17,19,FALSE,Kickoff,17,45,C.Parkey kicks 62 yards from MIA 35 to LAC 3. D.King to LAC 20 for 17 yards (M.Thomas).
2017091400,2076,2,0:02:00,CIN,CIN,35,6,10,6,10,FALSE,Kickoff,17,30,R.Bullock kicks 47 yards from CIN 35 to HST 18. T.Ervin to HST 35 for 17 yards (D.Smith).
2017100102,1596,2,3:24:00,PIT,PIT,35,0,13,0,13,FALSE,Kickoff,17,43,C.Boswell kicks 60 yards from PIT 35 to BLT 5. M.Campanaro to BLT 22 for 17 yards (T.Matakevich).
2017100106,2188,3,10:41:00,DET,DET,35,7,6,7,6,FALSE,Kickoff,17,47,J.Locke kicks 64 yards from DET 35 to MIN 1. J.McKinnon to MIN 18 for 17 yards (N.Lawson).
2017092409,2658,3,5:15:00,PHI,PHI,35,14,0,14,0,FALSE,Kickoff,17,41,J.Elliott kicks 58 yards from PHI 35 to NYG 7. D.Harris to NYG 24 for 17 yards (T.Elston).
2017100802,3862,4,3:22:00,DET,DET,35,24,27,24,27,FALSE,Kickoff,17,42,M.Prater kicks 59 yards from DET 35 to CAR 6. C.Samuel to CAR 23 for 17 yards (D.Carey).
2017100806,36,1,15:00:00,PHI,PHI,35,0,0,0,0,FALSE,Kickoff,17,47,J.Elliott kicks 64 yards from PHI 35 to ARZ 1. K.Williams to ARZ 18 for 17 yards (K.Grugier-Hill).
2017100810,2889,4,11:45:00,DAL,DAL,35,24,22,24,22,FALSE,Kickoff,17,46,D.Bailey kicks 63 yards from DAL 35 to GB 2. J.Janis to GB 19 for 17 yards (K.Smith).
2017100800,309,1,11:29:00,CIN,CIN,35,7,0,7,0,FALSE,Kickoff,17,43,R.Bullock kicks 60 yards from CIN 35 to BUF 5. B.Tate to BUF 22 for 17 yards (C.Carter).
2017101509,939,2,14:55:00,PIT,PIT,20,3,9,3,9,FALSE,Kickoff,17,47,C.Boswell kicks 64 yards from PIT 20 to KC 16. A.Hunt to KC 33 for 17 yards (V.Williams).
2017100900,3028,3,3:31:00,MIN,MIN,35,9,17,9,17,FALSE,Kickoff,17,44,K.Forbath kicks 61 yards from MIN 35 to CHI 4. D.Thompson to CHI 21 for 17 yards (S.Weatherly).
2017101504,4086,4,11:03:00,DET,DET,20,45,31,45,31,FALSE,Kickoff,17,49,M.Prater kicks 66 yards from DET 20 to NO 14. T.Ginn to NO 31 for 17 yards (J.Agnew).
2017101505,2728,3,11:22:00,NE,NE,35,14,21,14,21,FALSE,Kickoff,17,51,S.Gostkowski kicks 68 yards from NE 35 to NYJ -3. A.Stewart to NYJ 14 for 17 yards (B.King).
2017101505,4063,4,3:40:00,NYJ,NYJ,35,17,24,17,24,FALSE,Kickoff,17,48,C.Catanzaro kicks 65 yards from NYJ 35 to NE 0. D.Lewis to NE 17 for 17 yards (J.Stanford; J.Martin).
2017091004,292,1,11:14:00,ARI,ARI,35,0,7,0,7,FALSE,Kickoff,18,50,P.Dawson kicks 68 yards from ARZ 35 to DET -3. D.Washington to DET 15 for 18 yards (B.Williams; B.Baker).
2017091004,2995,3,5:37:00,ARI,ARI,35,9,17,9,17,FALSE,Kickoff,18,49,P.Dawson kicks 67 yards from ARZ 35 to DET -2. J.Agnew to DET 16 for 18 yards (R.Ford).
2017091008,3892,4,1:29:00,PHI,PHI,35,17,30,17,30,FALSE,Kickoff,18,31,C.Sturgis kicks 49 yards from PHI 35 to WAS 16. C.Thompson pushed ob at WAS 34 for 18 yards (K.Grugier-Hill).
2017091700,1310,2,7:17:00,BAL,BAL,35,14,0,14,0,FALSE,Kickoff,18,48,J.Tucker kicks 66 yards from BLT 35 to CLV -1. J.Peppers to CLV 17 for 18 yards (C.Clark).
2017091712,3785,4,7:06:00,SEA,SEA,35,12,9,12,9,FALSE,Kickoff,18,45,B.Walsh kicks 63 yards from SEA 35 to SF 2. V.Bolden to SF 20 for 18 yards (M.Wilhoite).
